id,time,values
4,2023:02:07 22:21:18,539.1
5,2023:02:07 22:21:18,160.2
1,2023:02:07 22:24:38,449.5
2,2023:02:07 22:24:38,275.6
3,2023:02:07 22:24:38,257.7
4,2023:02:07 22:24:38,290.3
5,2023:02:07 22:24:38,405.6
1,2023:02:07 22:27:58,390.2
2,2023:02:07 22:27:58,127.0
3,2023:02:07 22:27:58,551.1
4,2023:02:07 22:27:58,89.5
5,2023:02:07 22:27:58,227.6
1,2023:02:07 22:31:18,371.5
2,2023:02:07 22:31:18,125.1
3,2023:02:07 22:31:18,477.3
4,2023:02:07 22:31:18,324.5
5,2023:02:07 22:31:18,109.0
1,2023:02:07 22:34:38,214.4
2,2023:02:07 22:34:38,219.6
3,2023:02:07 22:34:38,477.8
4,2023:02:07 22:34:38,99.3
5,2023:02:07 22:34:38,400.6
1,2023:02:07 22:37:58,395.4
2,2023:02:07 22:37:58,157.1
3,2023:02:07 22:37:58,326.0
4,2023:02:07 22:37:58,366.1
5,2023:02:07 22:37:58,208.5
1,2023:02:07 22:41:18,89.1
2,2023:02:07 22:41:18,403.3
3,2023:02:07 22:41:18,436.7
4,2023:02:07 22:41:18,153.2
5,2023:02:07 22:41:18,17.5
1,2023:02:07 22:44:38,51.3
2,2023:02:07 22:44:38,407.0
3,2023:02:07 22:44:38,177.6
4,2023:02:07 22:44:38,385.5
5,2023:02:07 22:44:38,491.7
1,2023:02:07 22:47:58,202.3
2,2023:02:07 22:47:58,8.3
3,2023:02:07 22:47:58,457.5
4,2023:02:07 22:47:58,420.0
5,2023:02:07 22:47:58,26.3
1,2023:02:07 22:51:18,295.2
2,2023:02:07 22:51:18,349.0
3,2023:02:07 22:51:18,388.8
4,2023:02:07 22:51:18,483.8
5,2023:02:07 22:51:18,376.3
1,2023:02:07 22:54:38,318.2
2,2023:02:07 22:54:38,36.8
3,2023:02:07 22:54:38,120.1
4,2023:02:07 22:54:38,171.0
5,2023:02:07 22:54:38,415.5
1,2023:02:07 22:57:58,328.6
2,2023:02:07 22:57:58,239.5
3,2023:02:07 22:57:58,202.2
4,2023:02:07 22:57:58,361.0
5,2023:02:07 22:57:58,217.8
1,2023:02:07 23:01:18,331.3
2,2023:02:07 23:01:18,454.5
3,2023:02:07 23:01:18,231.7
4,2023:02:07 23:01:18,142.7
5,2023:02:07 23:01:18,240.7
1,2023:02:07 23:04:38,48.4
2,2023:02:07 23:04:38,123.2
3,2023:02:07 23:04:38,7.4
4,2023:02:07 23:04:38,467.6
5,2023:02:07 23:04:38,329.4
1,2023:02:07 23:07:58,127.4
2,2023:02:07 23:07:58,73.1
3,2023:02:07 23:07:58,288.2
4,2023:02:07 23:07:58,594.8
5,2023:02:07 23:07:58,253.6
1,2023:02:07 23:11:18,29.1
2,2023:02:07 23:11:18,73.3
3,2023:02:07 23:11:18,509.0
4,2023:02:07 23:11:18,368.5
5,2023:02:07 23:11:18,449.7
1,2023:02:07 23:14:38,213.2
2,2023:02:07 23:14:38,561.6
3,2023:02:07 23:14:38,472.8
4,2023:02:07 23:14:38,181.1
5,2023:02:07 23:14:38,455.3
1,2023:02:07 23:17:58,35.7
2,2023:02:07 23:17:58,394.4
3,2023:02:07 23:17:58,463.0
4,2023:02:07 23:17:58,147.1
5,2023:02:07 23:17:58,152.5
1,2023:02:07 23:21:18,166.5
2,2023:02:07 23:21:18,304.7
3,2023:02:07 23:21:18,277.4
4,2023:02:07 23:21:18,3.8
5,2023:02:07 23:21:18,439.5
1,2023:02:07 23:24:38,60.4
2,2023:02:07 23:24:38,370.6
3,2023:02:07 23:24:38,29.6
4,2023:02:07 23:24:38,118.5
5,2023:02:07 23:24:38,174.7
1,2023:02:07 23:27:58,220.7
2,2023:02:07 23:27:58,560.1
3,2023:02:07 23:27:58,167.5
4,2023:02:07 23:27:58,570.3
5,2023:02:07 23:27:58,50.7
1,2023:02:07 23:31:18,195.7
2,2023:02:07 23:31:18,571.5
3,2023:02:07 23:31:18,329.2
4,2023:02:07 23:31:18,422.7
5,2023:02:07 23:31:18,2.3
1,2023:02:07 23:34:38,332.1
2,2023:02:07 23:34:38,401.7
3,2023:02:07 23:34:38,469.7
4,2023:02:07 23:34:38,579.6
5,2023:02:07 23:34:38,556.7
1,2023:02:07 23:37:58,338.3
2,2023:02:07 23:37:58,427.8
3,2023:02:07 23:37:58,129.8
4,2023:02:07 23:37:58,175.0
5,2023:02:07 23:37:58,569.2
1,2023:02:07 23:41:18,252.6
2,2023:02:07 23:41:18,100.1
3,2023:02:07 23:41:18,388.1
4,2023:02:07 23:41:18,457.3
5,2023:02:07 23:41:18,188.5
1,2023:02:07 23:44:38,320.8
2,2023:02:07 23:44:38,416.2
3,2023:02:07 23:44:38,398.3
4,2023:02:07 23:44:38,200.7
5,2023:02:07 23:44:38,498.3
1,2023:02:07 23:47:58,395.6
2,2023:02:07 23:47:58,464.0
3,2023:02:07 23:47:58,99.0
4,2023:02:07 23:47:58,150.3
5,2023:02:07 23:47:58,56.2
1,2023:02:07 23:51:18,406.5
2,2023:02:07 23:51:18,10.7
3,2023:02:07 23:51:18,28.7
4,2023:02:07 23:51:18,81.6
5,2023:02:07 23:51:18,248.8
1,2023:02:07 23:54:38,16.6
2,2023:02:07 23:54:38,262.0
3,2023:02:07 23:54:38,570.8
4,2023:02:07 23:54:38,412.0
5,2023:02:07 23:54:38,146.5
1,2023:02:07 23:57:58,155.2
2,2023:02:07 23:57:58,521.6
3,2023:02:07 23:57:58,578.6
4,2023:02:07 23:57:58,124.7
5,2023:02:07 23:57:58,87.0
1,2023:02:08 00:01:18,164.7
2,2023:02:08 00:01:18,159.2
3,2023:02:08 00:01:18,35.8
4,2023:02:08 00:01:18,457.5
5,2023:02:08 00:01:18,459.5
1,2023:02:08 00:04:38,462.8
2,2023:02:08 00:04:38,369.8
3,2023:02:08 00:04:38,283.8
4,2023:02:08 00:04:38,50.2
5,2023:02:08 00:04:38,378.3
1,2023:02:08 00:07:58,588.0
2,2023:02:08 00:07:58,142.7
3,2023:02:08 00:07:58,232.0
4,2023:02:08 00:07:58,510.5
5,2023:02:08 00:07:58,583.0
1,2023:02:08 00:11:18,555.1
2,2023:02:08 00:11:18,595.7
3,2023:02:08 00:11:18,549.8
4,2023:02:08 00:11:18,271.8
5,2023:02:08 00:11:18,155.0
1,2023:02:08 00:14:38,41.3
2,2023:02:08 00:14:38,562.0
3,2023:02:08 00:14:38,479.4
4,2023:02:08 00:14:38,561.1
5,2023:02:08 00:14:38,160.2
1,2023:02:08 00:17:58,466.6
2,2023:02:08 00:17:58,397.6
3,2023:02:08 00:17:58,402.6
4,2023:02:08 00:17:58,272.6
5,2023:02:08 00:17:58,325.7
1,2023:02:08 00:21:18,419.0
2,2023:02:08 00:21:18,460.6
3,2023:02:08 00:21:18,123.3
4,2023:02:08 00:21:18,496.1
5,2023:02:08 00:21:18,223.2
1,2023:02:08 00:24:38,244.6
2,2023:02:08 00:24:38,228.0
3,2023:02:08 00:24:38,286.2
4,2023:02:08 00:24:38,435.2
5,2023:02:08 00:24:38,390.2
1,2023:02:08 00:27:58,13.5
2,2023:02:08 00:27:58,146.6
3,2023:02:08 00:27:58,541.8
4,2023:02:08 00:27:58,465.4
5,2023:02:08 00:27:58,159.6
1,2023:02:08 00:31:18,359.4
2,2023:02:08 00:31:18,168.8
3,2023:02:08 00:31:18,88.3
4,2023:02:08 00:31:18,134.2
5,2023:02:08 00:31:18,256.5
1,2023:02:08 00:34:38,153.0
2,2023:02:08 00:34:38,362.2
3,2023:02:08 00:34:38,459.8
4,2023:02:08 00:34:38,200.3
5,2023:02:08 00:34:38,524.6
1,2023:02:08 00:37:58,587.6
2,2023:02:08 00:37:58,400.5
3,2023:02:08 00:37:58,595.3
4,2023:02:08 00:37:58,253.6
5,2023:02:08 00:37:58,313.8
1,2023:02:08 00:41:18,359.4
2,2023:02:08 00:41:18,483.7
3,2023:02:08 00:41:18,566.4
4,2023:02:08 00:41:18,416.5
5,2023:02:08 00:41:18,460.0
1,2023:02:08 00:44:38,357.8
2,2023:02:08 00:44:38,159.3
3,2023:02:08 00:44:38,471.2
4,2023:02:08 00:44:38,558.4
5,2023:02:08 00:44:38,81.5
1,2023:02:08 00:47:58,322.0
2,2023:02:08 00:47:58,488.1
3,2023:02:08 00:47:58,426.4
4,2023:02:08 00:47:58,125.4
5,2023:02:08 00:47:58,219.0
1,2023:02:08 00:51:18,19.5
2,2023:02:08 00:51:18,383.5
3,2023:02:08 00:51:18,475.1
4,2023:02:08 00:51:18,70.7
5,2023:02:08 00:51:18,572.2
1,2023:02:08 00:54:38,307.8
2,2023:02:08 00:54:38,30.7
3,2023:02:08 00:54:38,361.8
4,2023:02:08 00:54:38,481.5
5,2023:02:08 00:54:38,189.4
1,2023:02:08 00:57:58,305.6
2,2023:02:08 00:57:58,341.4
3,2023:02:08 00:57:58,581.8
4,2023:02:08 00:57:58,369.2
5,2023:02:08 00:57:58,416.3
1,2023:02:08 01:01:18,361.7
2,2023:02:08 01:01:18,535.1
3,2023:02:08 01:01:18,552.2
4,2023:02:08 01:01:18,477.2
5,2023:02:08 01:01:18,240.0
1,2023:02:08 01:04:38,372.3
2,2023:02:08 01:04:38,565.4
3,2023:02:08 01:04:38,172.2
4,2023:02:08 01:04:38,342.3
5,2023:02:08 01:04:38,393.0
1,2023:02:08 01:07:58,465.1
2,2023:02:08 01:07:58,552.6
3,2023:02:08 01:07:58,382.0
4,2023:02:08 01:07:58,473.7
5,2023:02:08 01:07:58,160.8
1,2023:02:08 01:11:18,556.5
2,2023:02:08 01:11:18,527.1
3,2023:02:08 01:11:18,541.4
4,2023:02:08 01:11:18,1.3
5,2023:02:08 01:11:18,306.1
1,2023:02:08 01:14:38,354.8
2,2023:02:08 01:14:38,183.1
3,2023:02:08 01:14:38,297.1
4,2023:02:08 01:14:38,423.6
5,2023:02:08 01:14:38,446.2
1,2023:02:08 01:17:58,158.0
2,2023:02:08 01:17:58,441.5
3,2023:02:08 01:17:58,37.5
4,2023:02:08 01:17:58,308.1
5,2023:02:08 01:17:58,462.5
1,2023:02:08 01:21:18,532.5
2,2023:02:08 01:21:18,464.7
3,2023:02:08 01:21:18,492.4
4,2023:02:08 01:21:18,197.4
5,2023:02:08 01:21:18,338.6
1,2023:02:08 01:24:38,146.4
2,2023:02:08 01:24:38,494.0
3,2023:02:08 01:24:38,462.7
4,2023:02:08 01:24:38,16.8
5,2023:02:08 01:24:38,55.2
1,2023:02:08 01:27:58,481.4
2,2023:02:08 01:27:58,50.5
3,2023:02:08 01:27:58,349.6
4,2023:02:08 01:27:58,513.7
5,2023:02:08 01:27:58,48.4
1,2023:02:08 01:31:18,194.6
2,2023:02:08 01:31:18,303.0
3,2023:02:08 01:31:18,197.4
4,2023:02:08 01:31:18,192.8
5,2023:02:08 01:31:18,350.5
1,2023:02:08 01:34:38,556.7
2,2023:02:08 01:34:38,84.1
3,2023:02:08 01:34:38,531.4
4,2023:02:08 01:34:38,49.4
5,2023:02:08 01:34:38,73.2
1,2023:02:08 01:37:58,276.6
2,2023:02:08 01:37:58,48.8
3,2023:02:08 01:37:58,427.5
4,2023:02:08 01:37:58,302.3
5,2023:02:08 01:37:58,404.0
1,2023:02:08 01:41:18,521.2
2,2023:02:08 01:41:18,470.8
3,2023:02:08 01:41:18,200.0
4,2023:02:08 01:41:18,219.1
5,2023:02:08 01:41:18,91.2
1,2023:02:08 01:44:38,505.0
2,2023:02:08 01:44:38,86.8
3,2023:02:08 01:44:38,346.0
4,2023:02:08 01:44:38,401.8
5,2023:02:08 01:44:38,272.4
1,2023:02:08 01:47:58,4.2
2,2023:02:08 01:47:58,533.8
3,2023:02:08 01:47:58,474.4
4,2023:02:08 01:47:58,402.6
5,2023:02:08 01:47:58,523.6
1,2023:02:08 01:51:18,70.7
2,2023:02:08 01:51:18,407.3
3,2023:02:08 01:51:18,146.0
4,2023:02:08 01:51:18,559.7
5,2023:02:08 01:51:18,26.6
1,2023:02:08 01:54:38,118.8
2,2023:02:08 01:54:38,350.3
3,2023:02:08 01:54:38,408.3
4,2023:02:08 01:54:38,458.8
5,2023:02:08 01:54:38,201.7
1,2023:02:08 01:57:58,379.8
2,2023:02:08 01:57:58,17.1
3,2023:02:08 01:57:58,507.5
4,2023:02:08 01:57:58,151.5
5,2023:02:08 01:57:58,471.0
1,2023:02:08 02:01:18,380.3
2,2023:02:08 02:01:18,471.7
3,2023:02:08 02:01:18,18.7
4,2023:02:08 02:01:18,293.7
5,2023:02:08 02:01:18,301.7
1,2023:02:08 02:04:38,450.6
2,2023:02:08 02:04:38,128.3
3,2023:02:08 02:04:38,493.6
4,2023:02:08 02:04:38,346.7
5,2023:02:08 02:04:38,549.8
1,2023:02:08 02:07:58,186.1
2,2023:02:08 02:07:58,402.1
3,2023:02:08 02:07:58,337.6
4,2023:02:08 02:07:58,519.0
5,2023:02:08 02:07:58,264.3
1,2023:02:08 02:11:18,154.2
2,2023:02:08 02:11:18,186.8
3,2023:02:08 02:11:18,206.6
4,2023:02:08 02:11:18,59.0
5,2023:02:08 02:11:18,41.0
1,2023:02:08 02:14:38,584.6
2,2023:02:08 02:14:38,330.7
3,2023:02:08 02:14:38,233.7
4,2023:02:08 02:14:38,294.7
5,2023:02:08 02:14:38,37.8
1,2023:02:08 02:17:58,323.7
2,2023:02:08 02:17:58,309.1
3,2023:02:08 02:17:58,364.4
4,2023:02:08 02:17:58,563.3
5,2023:02:08 02:17:58,422.0
1,2023:02:08 02:21:18,260.1
2,2023:02:08 02:21:18,354.5
3,2023:02:08 02:21:18,132.5
4,2023:02:08 02:21:18,45.4
5,2023:02:08 02:21:18,329.4
1,2023:02:08 02:24:38,36.4
2,2023:02:08 02:24:38,51.5
3,2023:02:08 02:24:38,540.6
4,2023:02:08 02:24:38,282.2
5,2023:02:08 02:24:38,168.8
1,2023:02:08 02:27:58,424.2
2,2023:02:08 02:27:58,180.0
3,2023:02:08 02:27:58,584.2
4,2023:02:08 02:27:58,570.3
5,2023:02:08 02:27:58,176.7
1,2023:02:08 02:31:18,75.5
2,2023:02:08 02:31:18,347.5
3,2023:02:08 02:31:18,497.7
4,2023:02:08 02:31:18,386.4
5,2023:02:08 02:31:18,58.3
1,2023:02:08 02:34:38,188.2
2,2023:02:08 02:34:38,279.2
3,2023:02:08 02:34:38,83.5
4,2023:02:08 02:34:38,422.4
5,2023:02:08 02:34:38,377.2
1,2023:02:08 02:37:58,485.7
2,2023:02:08 02:37:58,435.0
3,2023:02:08 02:37:58,96.8
4,2023:02:08 02:37:58,453.3
5,2023:02:08 02:37:58,580.8
1,2023:02:08 02:41:18,62.0
2,2023:02:08 02:41:18,341.7
3,2023:02:08 02:41:18,62.3
4,2023:02:08 02:41:18,93.8
5,2023:02:08 02:41:18,397.4
1,2023:02:08 02:44:38,454.7
2,2023:02:08 02:44:38,29.3
3,2023:02:08 02:44:38,122.7
4,2023:02:08 02:44:38,378.3
5,2023:02:08 02:44:38,289.5
1,2023:02:08 02:47:58,321.4
2,2023:02:08 02:47:58,363.3
3,2023:02:08 02:47:58,271.1
4,2023:02:08 02:47:58,510.1
5,2023:02:08 02:47:58,388.4
1,2023:02:08 02:51:18,42.8
2,2023:02:08 02:51:18,527.1
3,2023:02:08 02:51:18,515.7
4,2023:02:08 02:51:18,436.5
5,2023:02:08 02:51:18,39.1
1,2023:02:08 02:54:38,556.4
2,2023:02:08 02:54:38,145.2
3,2023:02:08 02:54:38,499.4
4,2023:02:08 02:54:38,205.5
5,2023:02:08 02:54:38,375.7
1,2023:02:08 02:57:58,356.1
2,2023:02:08 02:57:58,207.0
3,2023:02:08 02:57:58,75.0
4,2023:02:08 02:57:58,147.5
5,2023:02:08 02:57:58,239.4
1,2023:02:08 03:01:18,515.0
2,2023:02:08 03:01:18,355.4
3,2023:02:08 03:01:18,515.5
4,2023:02:08 03:01:18,534.5
5,2023:02:08 03:01:18,261.8
1,2023:02:08 03:04:38,119.4
2,2023:02:08 03:04:38,399.3
3,2023:02:08 03:04:38,442.6
4,2023:02:08 03:04:38,278.0
5,2023:02:08 03:04:38,287.0
1,2023:02:08 03:07:58,595.8
2,2023:02:08 03:07:58,145.7
3,2023:02:08 03:07:58,61.0
4,2023:02:08 03:07:58,116.6
5,2023:02:08 03:07:58,255.6
1,2023:02:08 03:11:18,363.1
2,2023:02:08 03:11:18,332.5
3,2023:02:08 03:11:18,105.1
4,2023:02:08 03:11:18,184.1
5,2023:02:08 03:11:18,334.2
1,2023:02:08 03:14:38,57.8
2,2023:02:08 03:14:38,436.8
3,2023:02:08 03:14:38,542.8
4,2023:02:08 03:14:38,67.8
5,2023:02:08 03:14:38,7.3
1,2023:02:08 03:17:58,450.5
2,2023:02:08 03:17:58,101.1
3,2023:02:08 03:17:58,510.5
4,2023:02:08 03:17:58,66.4
5,2023:02:08 03:17:58,568.5
1,2023:02:08 03:21:18,300.0
2,2023:02:08 03:21:18,202.2
3,2023:02:08 03:21:18,558.1
4,2023:02:08 03:21:18,130.5
5,2023:02:08 03:21:18,504.8
1,2023:02:08 03:24:38,355.0
2,2023:02:08 03:24:38,41.5
3,2023:02:08 03:24:38,448.7
4,2023:02:08 03:24:38,146.5
5,2023:02:08 03:24:38,370.0
1,2023:02:08 03:27:58,252.4
2,2023:02:08 03:27:58,356.0
3,2023:02:08 03:27:58,333.1
4,2023:02:08 03:27:58,44.2
5,2023:02:08 03:27:58,335.7
1,2023:02:08 03:31:18,261.5
2,2023:02:08 03:31:18,97.3
3,2023:02:08 03:31:18,412.1
4,2023:02:08 03:31:18,410.8
5,2023:02:08 03:31:18,391.2
1,2023:02:08 03:34:38,523.1
2,2023:02:08 03:34:38,476.1
3,2023:02:08 03:34:38,124.2
4,2023:02:08 03:34:38,297.0
5,2023:02:08 03:34:38,378.6
1,2023:02:08 03:37:58,576.5
2,2023:02:08 03:37:58,80.2
3,2023:02:08 03:37:58,126.4
4,2023:02:08 03:37:58,211.0
5,2023:02:08 03:37:58,107.0
1,2023:02:08 03:41:18,443.5
2,2023:02:08 03:41:18,516.1
3,2023:02:08 03:41:18,406.0
4,2023:02:08 03:41:18,448.7
5,2023:02:08 03:41:18,231.1
1,2023:02:08 03:44:38,432.6
2,2023:02:08 03:44:38,231.4
3,2023:02:08 03:44:38,211.6
4,2023:02:08 03:44:38,11.2
5,2023:02:08 03:44:38,80.1
1,2023:02:08 03:47:58,159.3
2,2023:02:08 03:47:58,413.2
3,2023:02:08 03:47:58,280.4
4,2023:02:08 03:47:58,63.8
5,2023:02:08 03:47:58,336.8
1,2023:02:08 03:51:18,67.6
2,2023:02:08 03:51:18,126.8
3,2023:02:08 03:51:18,573.4
4,2023:02:08 03:51:18,300.5
5,2023:02:08 03:51:18,543.7
1,2023:02:08 03:54:38,525.8
2,2023:02:08 03:54:38,485.4
3,2023:02:08 03:54:38,334.8
4,2023:02:08 03:54:38,406.2
5,2023:02:08 03:54:38,532.6
1,2023:02:08 03:57:58,445.0
2,2023:02:08 03:57:58,279.1
3,2023:02:08 03:57:58,208.2
4,2023:02:08 03:57:58,238.2
5,2023:02:08 03:57:58,97.5
1,2023:02:08 04:01:18,315.3
2,2023:02:08 04:01:18,124.5
3,2023:02:08 04:01:18,480.7
4,2023:02:08 04:01:18,224.6
5,2023:02:08 04:01:18,26.3
1,2023:02:08 04:04:38,193.0
2,2023:02:08 04:04:38,428.0
3,2023:02:08 04:04:38,269.2
4,2023:02:08 04:04:38,79.5
5,2023:02:08 04:04:38,518.6
1,2023:02:08 04:07:58,185.5
2,2023:02:08 04:07:58,96.2
3,2023:02:08 04:07:58,212.1
4,2023:02:08 04:07:58,99.2
5,2023:02:08 04:07:58,369.8
1,2023:02:08 04:11:18,202.5
2,2023:02:08 04:11:18,468.0
3,2023:02:08 04:11:18,149.1
4,2023:02:08 04:11:18,498.7
5,2023:02:08 04:11:18,549.0
1,2023:02:08 04:14:38,448.7
2,2023:02:08 04:14:38,134.2
3,2023:02:08 04:14:38,533.8
4,2023:02:08 04:14:38,521.6
5,2023:02:08 04:14:38,27.6
1,2023:02:08 04:17:58,3.6
2,2023:02:08 04:17:58,26.3
3,2023:02:08 04:17:58,552.8
4,2023:02:08 04:17:58,142.2
5,2023:02:08 04:17:58,84.0
1,2023:02:08 04:21:18,282.4
2,2023:02:08 04:21:18,443.1
3,2023:02:08 04:21:18,164.3
4,2023:02:08 04:21:18,383.1
5,2023:02:08 04:21:18,435.7
1,2023:02:08 04:24:38,411.0
2,2023:02:08 04:24:38,103.8
3,2023:02:08 04:24:38,502.1
4,2023:02:08 04:24:38,431.1
5,2023:02:08 04:24:38,401.4
1,2023:02:08 04:27:58,249.3
2,2023:02:08 04:27:58,484.2
3,2023:02:08 04:27:58,206.4
4,2023:02:08 04:27:58,326.3
5,2023:02:08 04:27:58,363.8
1,2023:02:08 04:31:18,204.6
2,2023:02:08 04:31:18,247.5
3,2023:02:08 04:31:18,140.2
4,2023:02:08 04:31:18,410.4
5,2023:02:08 04:31:18,507.2
1,2023:02:08 04:34:38,203.8
2,2023:02:08 04:34:38,331.7
3,2023:02:08 04:34:38,77.3
4,2023:02:08 04:34:38,504.7
5,2023:02:08 04:34:38,107.6
1,2023:02:08 04:37:58,85.3
2,2023:02:08 04:37:58,561.2
3,2023:02:08 04:37:58,27.1
4,2023:02:08 04:37:58,69.3
5,2023:02:08 04:37:58,378.0
1,2023:02:08 04:41:18,549.8
2,2023:02:08 04:41:18,403.4
3,2023:02:08 04:41:18,331.7
4,2023:02:08 04:41:18,597.4
5,2023:02:08 04:41:18,430.1
1,2023:02:08 04:44:38,62.7
2,2023:02:08 04:44:38,147.2
3,2023:02:08 04:44:38,413.7
4,2023:02:08 04:44:38,332.8
5,2023:02:08 04:44:38,454.3
1,2023:02:08 04:47:58,440.4
2,2023:02:08 04:47:58,205.0
3,2023:02:08 04:47:58,292.0
4,2023:02:08 04:47:58,62.4
5,2023:02:08 04:47:58,223.5
1,2023:02:08 04:51:18,324.2
2,2023:02:08 04:51:18,252.3
3,2023:02:08 04:51:18,25.5
4,2023:02:08 04:51:18,291.3
5,2023:02:08 04:51:18,70.7
1,2023:02:08 04:54:38,257.2
2,2023:02:08 04:54:38,571.8
3,2023:02:08 04:54:38,306.6
4,2023:02:08 04:54:38,481.4
5,2023:02:08 04:54:38,108.7
1,2023:02:08 04:57:58,62.1
2,2023:02:08 04:57:58,302.4
3,2023:02:08 04:57:58,377.4
4,2023:02:08 04:57:58,312.8
5,2023:02:08 04:57:58,126.7
1,2023:02:08 05:01:18,237.3
2,2023:02:08 05:01:18,196.4
3,2023:02:08 05:01:18,566.3
4,2023:02:08 05:01:18,117.1
5,2023:02:08 05:01:18,417.4
1,2023:02:08 05:04:38,502.7
2,2023:02:08 05:04:38,170.8
3,2023:02:08 05:04:38,184.0
4,2023:02:08 05:04:38,144.8
5,2023:02:08 05:04:38,583.3
1,2023:02:08 05:07:58,324.5
2,2023:02:08 05:07:58,281.5
3,2023:02:08 05:07:58,565.6
4,2023:02:08 05:07:58,72.2
5,2023:02:08 05:07:58,39.8
1,2023:02:08 05:11:18,123.5
2,2023:02:08 05:11:18,573.7
3,2023:02:08 05:11:18,386.1
4,2023:02:08 05:11:18,533.4
5,2023:02:08 05:11:18,569.5
1,2023:02:08 05:14:38,92.0
2,2023:02:08 05:14:38,559.5
3,2023:02:08 05:14:38,289.6
4,2023:02:08 05:14:38,327.7
5,2023:02:08 05:14:38,22.2
1,2023:02:08 05:17:58,446.5
2,2023:02:08 05:17:58,308.5
3,2023:02:08 05:17:58,262.4
4,2023:02:08 05:17:58,558.7
5,2023:02:08 05:17:58,147.2
1,2023:02:08 05:21:18,337.2
2,2023:02:08 05:21:18,229.4
3,2023:02:08 05:21:18,194.6
4,2023:02:08 05:21:18,597.5
5,2023:02:08 05:21:18,40.6
1,2023:02:08 05:24:38,531.6
2,2023:02:08 05:24:38,60.5
3,2023:02:08 05:24:38,191.6
4,2023:02:08 05:24:38,151.5
5,2023:02:08 05:24:38,526.2
1,2023:02:08 05:27:58,131.2
2,2023:02:08 05:27:58,23.8
3,2023:02:08 05:27:58,4.0
4,2023:02:08 05:27:58,263.0
5,2023:02:08 05:27:58,272.4
1,2023:02:08 05:31:18,578.5
2,2023:02:08 05:31:18,245.2
3,2023:02:08 05:31:18,387.7
4,2023:02:08 05:31:18,113.7
5,2023:02:08 05:31:18,526.5
1,2023:02:08 05:34:38,16.0
2,2023:02:08 05:34:38,164.2
3,2023:02:08 05:34:38,162.4
4,2023:02:08 05:34:38,599.2
5,2023:02:08 05:34:38,235.3
1,2023:02:08 05:37:58,542.1
2,2023:02:08 05:37:58,319.4
3,2023:02:08 05:37:58,418.7
4,2023:02:08 05:37:58,165.1
5,2023:02:08 05:37:58,578.2
1,2023:02:08 05:41:18,595.0
2,2023:02:08 05:41:18,597.8
3,2023:02:08 05:41:18,347.5
4,2023:02:08 05:41:18,447.2
5,2023:02:08 05:41:18,116.1
1,2023:02:08 05:44:38,53.4
2,2023:02:08 05:44:38,204.6
3,2023:02:08 05:44:38,228.3
4,2023:02:08 05:44:38,29.1
5,2023:02:08 05:44:38,574.0
1,2023:02:08 05:47:58,165.3
2,2023:02:08 05:47:58,543.0
3,2023:02:08 05:47:58,266.1
4,2023:02:08 05:47:58,55.8
5,2023:02:08 05:47:58,454.4
1,2023:02:08 05:51:18,401.1
2,2023:02:08 05:51:18,408.5
3,2023:02:08 05:51:18,451.2
4,2023:02:08 05:51:18,139.2
5,2023:02:08 05:51:18,391.3
1,2023:02:08 05:54:38,378.3
2,2023:02:08 05:54:38,346.0
3,2023:02:08 05:54:38,556.5
4,2023:02:08 05:54:38,186.5
5,2023:02:08 05:54:38,325.4
1,2023:02:08 05:57:58,294.2
2,2023:02:08 05:57:58,141.4
3,2023:02:08 05:57:58,464.2
4,2023:02:08 05:57:58,45.4
5,2023:02:08 05:57:58,310.6
1,2023:02:08 06:01:18,279.6
2,2023:02:08 06:01:18,66.7
3,2023:02:08 06:01:18,454.6
4,2023:02:08 06:01:18,478.5
5,2023:02:08 06:01:18,198.6
1,2023:02:08 06:04:38,476.8
2,2023:02:08 06:04:38,36.0
3,2023:02:08 06:04:38,357.6
4,2023:02:08 06:04:38,73.7
5,2023:02:08 06:04:38,376.0
1,2023:02:08 06:07:58,75.2
2,2023:02:08 06:07:58,485.3
3,2023:02:08 06:07:58,380.4
4,2023:02:08 06:07:58,378.2
5,2023:02:08 06:07:58,391.7
1,2023:02:08 06:11:18,15.7
2,2023:02:08 06:11:18,265.1
3,2023:02:08 06:11:18,141.5
4,2023:02:08 06:11:18,437.6
5,2023:02:08 06:11:18,132.0
1,2023:02:08 06:14:38,475.2
2,2023:02:08 06:14:38,357.4
3,2023:02:08 06:14:38,89.2
4,2023:02:08 06:14:38,93.1
5,2023:02:08 06:14:38,361.2
1,2023:02:08 06:17:58,532.3
2,2023:02:08 06:17:58,493.0
3,2023:02:08 06:17:58,164.1
4,2023:02:08 06:17:58,105.4
5,2023:02:08 06:17:58,262.2
1,2023:02:08 06:21:18,401.5
2,2023:02:08 06:21:18,217.8
3,2023:02:08 06:21:18,139.0
4,2023:02:08 06:21:18,132.4
5,2023:02:08 06:21:18,357.3
1,2023:02:08 06:24:38,390.3
2,2023:02:08 06:24:38,434.6
3,2023:02:08 06:24:38,196.5
4,2023:02:08 06:24:38,129.1
5,2023:02:08 06:24:38,347.8
1,2023:02:08 06:27:58,510.5
2,2023:02:08 06:27:58,295.6
3,2023:02:08 06:27:58,598.1
4,2023:02:08 06:27:58,235.8
5,2023:02:08 06:27:58,453.8
1,2023:02:08 06:31:18,458.0
2,2023:02:08 06:31:18,298.4
3,2023:02:08 06:31:18,253.6
4,2023:02:08 06:31:18,381.0
