Number of outliers: 1604
id,time,values
4,2023:02:10 15:31:18,550.7
5,2023:02:10 15:31:18,588.2
3,2023:02:10 15:41:18,596.6
3,2023:02:10 15:44:38,551.4
2,2023:02:10 15:51:18,575.4
1,2023:02:10 15:57:58,575.3
3,2023:02:10 15:57:58,570.7
1,2023:02:10 16:04:38,553.8
3,2023:02:10 16:04:38,595.8
4,2023:02:10 16:07:58,3.3
2,2023:02:10 16:14:38,570.7
5,2023:02:10 16:14:38,592.7
2,2023:02:10 16:17:58,551.1
5,2023:02:10 16:21:18,589.7
3,2023:02:10 16:31:18,567.3
3,2023:02:10 16:37:58,587.5
5,2023:02:10 16:44:38,582.4
5,2023:02:10 16:51:18,596.7
4,2023:02:10 17:01:18,584.5
2,2023:02:10 17:11:18,596.1
5,2023:02:10 17:14:38,583.2
1,2023:02:10 17:21:18,591.8
5,2023:02:10 17:21:18,567.3
2,2023:02:10 17:31:18,554.1
4,2023:02:10 17:37:58,580.8
3,2023:02:10 18:01:18,577.1
1,2023:02:10 18:07:58,590.1
5,2023:02:10 18:11:18,567.6
5,2023:02:10 18:21:18,561.7
4,2023:02:10 18:27:58,563.5
4,2023:02:10 18:41:18,3.3
5,2023:02:10 18:44:38,566.3
4,2023:02:10 18:54:38,597.1
5,2023:02:10 19:01:18,555.5
1,2023:02:10 19:07:58,563.8
3,2023:02:10 19:07:58,599.2
1,2023:02:10 19:11:18,557.7
2,2023:02:10 19:11:18,3.5
2,2023:02:10 19:17:58,581.6
3,2023:02:10 19:17:58,561.2
5,2023:02:10 19:17:58,578.1
1,2023:02:10 19:31:18,572.7
5,2023:02:10 19:37:58,567.5
4,2023:02:10 19:44:38,587.2
5,2023:02:10 19:54:38,565.1
2,2023:02:10 20:11:18,599.6
1,2023:02:10 20:17:58,582.4
5,2023:02:10 20:31:18,573.6
5,2023:02:10 20:41:18,579.5
2,2023:02:10 20:44:38,562.0
2,2023:02:10 20:47:58,568.7
5,2023:02:10 20:51:18,559.5
5,2023:02:10 20:54:38,555.3
1,2023:02:10 20:57:58,588.7
1,2023:02:10 21:01:18,0.7
4,2023:02:10 21:17:58,586.0
5,2023:02:10 21:17:58,596.4
4,2023:02:10 21:21:18,583.7
3,2023:02:10 21:31:18,598.5
2,2023:02:10 21:37:58,552.3
5,2023:02:10 21:54:38,583.2
5,2023:02:10 21:57:58,556.1
2,2023:02:10 22:11:18,587.8
1,2023:02:10 22:17:58,4.2
5,2023:02:10 22:31:18,588.3
4,2023:02:10 22:34:38,558.7
5,2023:02:10 22:34:38,564.2
2,2023:02:10 23:14:38,589.1
4,2023:02:10 23:31:18,573.3
1,2023:02:10 23:47:58,597.6
1,2023:02:10 23:51:18,580.2
3,2023:02:11 00:14:38,565.0
4,2023:02:11 00:27:58,559.4
4,2023:02:11 00:34:38,593.2
5,2023:02:11 00:44:38,553.1
5,2023:02:11 01:01:18,554.5
4,2023:02:11 01:04:38,592.7
3,2023:02:11 01:11:18,563.6
4,2023:02:11 01:11:18,576.3
1,2023:02:11 01:14:38,560.6
3,2023:02:11 01:17:58,3.8
4,2023:02:11 01:27:58,582.3
5,2023:02:11 01:31:18,560.3
5,2023:02:11 01:34:38,570.4
2,2023:02:11 01:44:38,576.8
5,2023:02:11 01:47:58,576.8
4,2023:02:11 01:57:58,565.7
1,2023:02:11 02:01:18,564.5
2,2023:02:11 02:11:18,4.8
2,2023:02:11 02:14:38,587.4
3,2023:02:11 02:14:38,586.3
1,2023:02:11 02:27:58,557.0
3,2023:02:11 02:31:18,563.3
4,2023:02:11 03:14:38,566.0
4,2023:02:11 03:31:18,599.8
2,2023:02:11 03:37:58,581.6
3,2023:02:11 04:04:38,584.1
3,2023:02:11 04:11:18,570.3
5,2023:02:11 04:11:18,570.0
4,2023:02:11 04:31:18,568.1
5,2023:02:11 04:41:18,585.8
4,2023:02:11 04:44:38,566.7
2,2023:02:11 04:47:58,560.3
4,2023:02:11 04:51:18,557.1
4,2023:02:11 04:57:58,597.1
4,2023:02:11 05:07:58,579.7
1,2023:02:11 05:11:18,584.3
5,2023:02:11 05:31:18,564.0
1,2023:02:11 05:41:18,594.4
5,2023:02:11 05:54:38,557.0
3,2023:02:11 05:57:58,551.2
5,2023:02:11 06:01:18,581.1
1,2023:02:11 06:17:58,559.7
1,2023:02:11 06:37:58,561.8
4,2023:02:11 06:41:18,589.4
1,2023:02:11 06:51:18,595.4
3,2023:02:11 06:57:58,591.6
2,2023:02:11 07:04:38,597.8
2,2023:02:11 07:14:38,580.4
3,2023:02:11 07:14:38,599.4
5,2023:02:11 07:21:18,572.0
2,2023:02:11 07:31:18,550.8
1,2023:02:11 07:37:58,556.5
1,2023:02:11 07:41:18,574.3
5,2023:02:11 08:04:38,558.6
1,2023:02:11 08:11:18,552.3
3,2023:02:11 08:11:18,554.0
5,2023:02:11 08:11:18,550.7
3,2023:02:11 08:17:58,595.6
1,2023:02:11 08:34:38,576.2
1,2023:02:11 08:41:18,595.7
3,2023:02:11 08:41:18,576.5
2,2023:02:11 08:44:38,593.3
3,2023:02:11 08:51:18,569.2
5,2023:02:11 08:51:18,567.7
1,2023:02:11 09:04:38,563.6
3,2023:02:11 09:04:38,565.7
5,2023:02:11 09:04:38,1.0
3,2023:02:11 09:07:58,582.3
2,2023:02:11 09:14:38,554.7
1,2023:02:11 09:17:58,566.8
1,2023:02:11 09:21:18,576.1
1,2023:02:11 09:24:38,597.4
1,2023:02:11 09:31:18,596.0
1,2023:02:11 09:34:38,559.5
3,2023:02:11 09:51:18,579.1
3,2023:02:11 09:57:58,552.6
2,2023:02:11 10:01:18,586.1
2,2023:02:11 10:11:18,555.3
5,2023:02:11 10:31:18,1.1
2,2023:02:11 10:41:18,576.8
1,2023:02:11 10:47:58,587.5
1,2023:02:11 10:57:58,562.5
2,2023:02:11 11:01:18,554.7
5,2023:02:11 11:01:18,553.3
3,2023:02:11 11:07:58,564.0
2,2023:02:11 11:14:38,568.7
3,2023:02:11 11:21:18,595.8
1,2023:02:11 11:24:38,4.4
1,2023:02:11 11:31:18,574.5
1,2023:02:11 11:37:58,585.4
1,2023:02:11 11:41:18,585.7
3,2023:02:11 11:41:18,553.4
4,2023:02:11 12:01:18,584.4
2,2023:02:11 12:07:58,594.6
3,2023:02:11 12:14:38,595.3
5,2023:02:11 12:21:18,572.8
2,2023:02:11 12:24:38,555.8
2,2023:02:11 12:41:18,582.2
2,2023:02:11 12:47:58,584.8
1,2023:02:11 12:51:18,581.1
2,2023:02:11 12:51:18,594.5
5,2023:02:11 12:57:58,594.4
3,2023:02:11 13:04:38,562.4
2,2023:02:11 13:07:58,582.7
3,2023:02:11 13:07:58,580.1
4,2023:02:11 13:14:38,590.4
2,2023:02:11 13:17:58,560.5
1,2023:02:11 13:27:58,4.8
2,2023:02:11 13:31:18,565.0
4,2023:02:11 13:34:38,4.0
2,2023:02:11 13:57:58,1.4
2,2023:02:11 14:17:58,566.6
2,2023:02:11 14:24:38,597.1
2,2023:02:11 14:27:58,586.5
3,2023:02:11 14:31:18,560.2
3,2023:02:11 14:34:38,552.4
3,2023:02:11 14:44:38,1.7
4,2023:02:11 14:47:58,552.4
1,2023:02:11 14:57:58,567.4
2,2023:02:11 15:04:38,560.0
2,2023:02:11 15:07:58,590.1
5,2023:02:11 15:21:18,558.0
2,2023:02:11 15:24:38,553.1
1,2023:02:11 15:34:38,592.7
1,2023:02:11 15:47:58,579.3
1,2023:02:11 15:51:18,564.4
2,2023:02:11 16:04:38,585.3
2,2023:02:11 16:07:58,3.7
1,2023:02:11 16:11:18,588.7
3,2023:02:11 16:17:58,593.2
5,2023:02:11 16:17:58,561.4
4,2023:02:11 16:24:38,598.0
1,2023:02:11 16:27:58,584.2
4,2023:02:11 16:27:58,561.8
4,2023:02:11 16:31:18,577.0
4,2023:02:11 16:47:58,550.6
5,2023:02:11 16:54:38,556.1
2,2023:02:11 16:57:58,554.5
2,2023:02:11 17:31:18,574.8
4,2023:02:11 17:31:18,556.5
2,2023:02:11 17:34:38,578.4
2,2023:02:11 17:37:58,567.2
2,2023:02:11 17:47:58,583.5
4,2023:02:11 17:57:58,589.4
4,2023:02:11 18:01:18,567.6
4,2023:02:11 18:14:38,554.2
2,2023:02:11 18:51:18,579.0
5,2023:02:11 18:51:18,556.4
5,2023:02:11 18:54:38,4.0
2,2023:02:11 19:01:18,575.1
5,2023:02:11 19:01:18,569.5
1,2023:02:11 19:07:58,564.8
2,2023:02:11 19:07:58,575.1
2,2023:02:11 19:11:18,565.4
1,2023:02:11 19:14:38,581.8
4,2023:02:11 19:14:38,599.2
5,2023:02:11 19:14:38,565.3
2,2023:02:11 19:24:38,573.2
3,2023:02:11 19:24:38,556.1
1,2023:02:11 19:27:58,569.8
4,2023:02:11 19:27:58,598.1
1,2023:02:11 19:34:38,593.2
5,2023:02:11 19:44:38,551.7
3,2023:02:11 20:04:38,572.6
5,2023:02:11 20:04:38,561.2
2,2023:02:11 20:14:38,574.1
1,2023:02:11 20:24:38,573.0
3,2023:02:11 20:31:18,554.7
2,2023:02:11 20:44:38,577.6
4,2023:02:11 20:57:58,580.6
5,2023:02:11 21:04:38,565.6
2,2023:02:11 21:17:58,583.2
3,2023:02:11 21:24:38,556.4
4,2023:02:11 21:24:38,589.7
1,2023:02:11 21:27:58,560.4
3,2023:02:11 21:44:38,562.5
5,2023:02:11 21:47:58,553.1
3,2023:02:11 21:51:18,562.8
4,2023:02:11 22:14:38,597.7
3,2023:02:11 22:21:18,582.3
3,2023:02:11 22:24:38,567.8
3,2023:02:11 22:31:18,557.4
4,2023:02:11 22:31:18,3.3
4,2023:02:11 22:51:18,588.6
2,2023:02:11 23:04:38,580.3
5,2023:02:11 23:17:58,568.4
5,2023:02:11 23:34:38,576.7
2,2023:02:11 23:41:18,579.1
3,2023:02:11 23:41:18,560.6
4,2023:02:11 23:47:58,581.3
5,2023:02:11 23:47:58,598.5
1,2023:02:11 23:54:38,577.5
4,2023:02:11 23:57:58,596.5
2,2023:02:12 00:07:58,583.7
5,2023:02:12 00:07:58,579.7
5,2023:02:12 00:14:38,572.8
1,2023:02:12 00:37:58,591.3
2,2023:02:12 00:37:58,589.4
3,2023:02:12 00:41:18,577.4
5,2023:02:12 00:44:38,576.0
5,2023:02:12 00:51:18,564.8
3,2023:02:12 00:54:38,593.0
1,2023:02:12 01:07:58,579.1
5,2023:02:12 01:17:58,556.7
4,2023:02:12 01:21:18,593.8
1,2023:02:12 01:34:38,567.0
3,2023:02:12 01:34:38,597.3
4,2023:02:12 01:47:58,577.8
4,2023:02:12 01:54:38,581.0
5,2023:02:12 01:54:38,565.3
1,2023:02:12 02:11:18,567.4
5,2023:02:12 02:21:18,557.1
3,2023:02:12 02:27:58,563.2
5,2023:02:12 02:27:58,552.7
1,2023:02:12 02:31:18,581.5
3,2023:02:12 02:47:58,0.1
5,2023:02:12 02:47:58,583.1
1,2023:02:12 02:57:58,587.0
2,2023:02:12 03:07:58,558.3
5,2023:02:12 03:11:18,571.5
1,2023:02:12 03:17:58,574.4
4,2023:02:12 03:27:58,583.5
4,2023:02:12 03:41:18,566.0
5,2023:02:12 03:41:18,562.4
5,2023:02:12 03:47:58,586.6
2,2023:02:12 03:51:18,556.2
3,2023:02:12 03:51:18,0.3
2,2023:02:12 03:54:38,579.0
3,2023:02:12 04:01:18,579.4
2,2023:02:12 04:07:58,570.0
5,2023:02:12 04:24:38,568.0
5,2023:02:12 04:27:58,587.1
1,2023:02:12 04:31:18,1.4
4,2023:02:12 04:34:38,552.7
4,2023:02:12 04:41:18,568.7
5,2023:02:12 04:44:38,580.2
1,2023:02:12 04:47:58,584.1
2,2023:02:12 05:07:58,573.3
1,2023:02:12 05:11:18,554.1
1,2023:02:12 05:17:58,575.1
2,2023:02:12 05:17:58,583.6
1,2023:02:12 05:27:58,3.8
2,2023:02:12 05:34:38,569.8
3,2023:02:12 05:34:38,579.7
4,2023:02:12 05:34:38,551.1
1,2023:02:12 05:37:58,554.0
2,2023:02:12 05:44:38,553.8
3,2023:02:12 05:44:38,591.2
5,2023:02:12 05:44:38,562.3
2,2023:02:12 05:54:38,568.3
1,2023:02:12 06:14:38,595.6
4,2023:02:12 06:21:18,559.4
4,2023:02:12 06:24:38,564.1
5,2023:02:12 06:37:58,555.4
3,2023:02:12 06:47:58,567.1
5,2023:02:12 06:47:58,577.2
1,2023:02:12 06:51:18,556.7
2,2023:02:12 06:57:58,582.0
3,2023:02:12 07:11:18,574.7
1,2023:02:12 07:24:38,585.3
5,2023:02:12 07:27:58,559.7
1,2023:02:12 07:34:38,0.2
1,2023:02:12 07:41:18,563.5
3,2023:02:12 07:41:18,553.3
5,2023:02:12 08:01:18,590.7
3,2023:02:12 08:17:58,570.0
5,2023:02:12 08:21:18,580.5
3,2023:02:12 08:27:58,599.8
4,2023:02:12 08:27:58,556.1
2,2023:02:12 08:31:18,550.8
2,2023:02:12 08:44:38,593.4
4,2023:02:12 08:44:38,595.2
1,2023:02:12 08:47:58,579.5
1,2023:02:12 09:04:38,588.3
1,2023:02:12 09:11:18,585.8
4,2023:02:12 09:11:18,569.3
1,2023:02:12 09:17:58,584.5
3,2023:02:12 09:17:58,576.3
5,2023:02:12 09:17:58,587.1
1,2023:02:12 09:27:58,594.6
1,2023:02:12 09:31:18,561.1
2,2023:02:12 09:31:18,591.5
1,2023:02:12 09:37:58,593.5
4,2023:02:12 09:41:18,3.7
1,2023:02:12 09:51:18,566.1
5,2023:02:12 10:14:38,557.0
4,2023:02:12 10:21:18,576.6
2,2023:02:12 10:24:38,572.7
5,2023:02:12 10:27:58,2.4
1,2023:02:12 10:34:38,579.3
3,2023:02:12 10:37:58,564.3
4,2023:02:12 11:07:58,584.2
5,2023:02:12 11:11:18,589.7
2,2023:02:12 11:24:38,550.7
3,2023:02:12 11:31:18,578.1
1,2023:02:12 11:34:38,578.4
3,2023:02:12 11:47:58,570.8
3,2023:02:12 11:51:18,563.4
2,2023:02:12 11:54:38,554.6
5,2023:02:12 11:54:38,550.6
3,2023:02:12 11:57:58,592.0
4,2023:02:12 11:57:58,588.5
4,2023:02:12 12:04:38,1.2
4,2023:02:12 12:14:38,572.4
1,2023:02:12 12:34:38,570.4
3,2023:02:12 12:34:38,582.3
1,2023:02:12 12:41:18,1.5
3,2023:02:12 12:41:18,599.3
2,2023:02:12 13:04:38,595.2
2,2023:02:12 13:11:18,596.6
4,2023:02:12 13:21:18,590.0
1,2023:02:12 13:24:38,565.7
5,2023:02:12 13:54:38,597.3
3,2023:02:12 14:01:18,598.3
2,2023:02:12 14:11:18,591.4
4,2023:02:12 14:14:38,584.2
2,2023:02:12 14:21:18,595.3
4,2023:02:12 14:27:58,555.8
5,2023:02:12 14:37:58,4.7
2,2023:02:12 14:41:18,571.8
1,2023:02:12 14:44:38,576.2
4,2023:02:12 14:54:38,556.2
5,2023:02:12 14:54:38,580.7
4,2023:02:12 15:04:38,596.3
2,2023:02:12 15:11:18,590.3
3,2023:02:12 15:21:18,572.3
2,2023:02:12 15:27:58,574.2
3,2023:02:12 15:41:18,574.6
5,2023:02:12 15:41:18,562.7
5,2023:02:12 15:54:38,557.8
2,2023:02:12 15:57:58,557.7
1,2023:02:12 16:01:18,567.0
2,2023:02:12 16:14:38,578.8
2,2023:02:12 16:24:38,578.0
2,2023:02:12 16:27:58,1.3
3,2023:02:12 16:37:58,562.8
1,2023:02:12 16:44:38,561.5
5,2023:02:12 16:57:58,590.1
5,2023:02:12 17:01:18,577.4
1,2023:02:12 17:11:18,562.1
3,2023:02:12 17:11:18,563.5
2,2023:02:12 17:14:38,552.5
3,2023:02:12 17:17:58,4.7
3,2023:02:12 17:21:18,581.3
4,2023:02:12 17:27:58,596.5
5,2023:02:12 17:31:18,0.0
2,2023:02:12 17:37:58,558.5
2,2023:02:12 17:41:18,554.7
4,2023:02:12 17:54:38,589.0
3,2023:02:12 18:11:18,593.5
2,2023:02:12 18:14:38,599.4
2,2023:02:12 18:21:18,573.8
5,2023:02:12 18:27:58,566.2
2,2023:02:12 18:31:18,555.8
2,2023:02:12 18:34:38,580.1
4,2023:02:12 18:34:38,587.5
3,2023:02:12 19:01:18,564.8
4,2023:02:12 19:07:58,555.1
1,2023:02:12 19:14:38,565.3
3,2023:02:12 19:14:38,578.4
5,2023:02:12 19:14:38,574.3
4,2023:02:12 19:17:58,591.8
2,2023:02:12 19:21:18,580.5
1,2023:02:12 19:31:18,552.5
1,2023:02:12 19:34:38,591.1
2,2023:02:12 19:37:58,596.8
3,2023:02:12 19:41:18,584.1
2,2023:02:12 19:47:58,594.3
5,2023:02:12 19:47:58,563.0
4,2023:02:12 19:57:58,593.3
5,2023:02:12 19:57:58,557.1
4,2023:02:12 20:04:38,566.2
4,2023:02:12 20:11:18,553.8
5,2023:02:12 20:14:38,579.4
4,2023:02:12 20:24:38,599.3
2,2023:02:12 20:27:58,590.5
4,2023:02:12 20:27:58,591.6
3,2023:02:12 20:37:58,572.1
2,2023:02:12 20:51:18,564.8
3,2023:02:12 20:51:18,598.8
5,2023:02:12 21:07:58,555.0
1,2023:02:12 21:14:38,562.8
2,2023:02:12 21:14:38,568.4
4,2023:02:12 21:31:18,550.6
1,2023:02:12 21:41:18,559.5
2,2023:02:12 21:47:58,593.2
4,2023:02:12 21:54:38,598.1
5,2023:02:12 22:07:58,579.3
4,2023:02:12 22:11:18,577.5
4,2023:02:12 22:14:38,577.0
4,2023:02:12 22:24:38,0.8
1,2023:02:12 22:27:58,2.2
2,2023:02:12 22:41:18,552.5
5,2023:02:12 22:54:38,554.0
3,2023:02:12 23:17:58,581.8
4,2023:02:12 23:17:58,565.2
3,2023:02:12 23:37:58,596.8
4,2023:02:12 23:37:58,574.5
3,2023:02:13 00:11:18,597.8
2,2023:02:13 00:14:38,554.8
1,2023:02:13 00:21:18,577.5
4,2023:02:13 00:27:58,585.3
3,2023:02:13 00:31:18,566.6
3,2023:02:13 00:37:58,577.2
1,2023:02:13 00:44:38,590.2
2,2023:02:13 00:44:38,561.7
3,2023:02:13 00:54:38,590.1
4,2023:02:13 00:54:38,561.7
5,2023:02:13 00:57:58,551.8
2,2023:02:13 01:11:18,587.8
3,2023:02:13 01:14:38,1.0
1,2023:02:13 01:21:18,589.4
5,2023:02:13 01:41:18,599.8
3,2023:02:13 01:57:58,552.5
1,2023:02:13 02:11:18,594.4
4,2023:02:13 02:17:58,592.4
1,2023:02:13 02:21:18,561.0
1,2023:02:13 02:24:38,588.5
4,2023:02:13 02:37:58,569.7
3,2023:02:13 03:01:18,588.3
5,2023:02:13 03:07:58,597.5
5,2023:02:13 03:21:18,579.1
4,2023:02:13 03:37:58,564.0
4,2023:02:13 03:44:38,583.8
2,2023:02:13 03:51:18,585.2
2,2023:02:13 04:01:18,598.8
4,2023:02:13 04:01:18,573.2
3,2023:02:13 04:07:58,599.2
3,2023:02:13 04:21:18,585.7
3,2023:02:13 04:31:18,550.8
1,2023:02:13 04:51:18,560.0
4,2023:02:13 05:04:38,587.4
5,2023:02:13 05:14:38,569.6
1,2023:02:13 05:24:38,597.4
2,2023:02:13 05:24:38,569.6
5,2023:02:13 05:24:38,556.8
4,2023:02:13 05:27:58,582.1
3,2023:02:13 05:31:18,584.5
4,2023:02:13 05:34:38,592.0
5,2023:02:13 05:37:58,563.7
2,2023:02:13 05:47:58,589.5
1,2023:02:13 05:51:18,580.8
3,2023:02:13 05:57:58,563.8
3,2023:02:13 06:01:18,562.1
4,2023:02:13 06:01:18,556.0
2,2023:02:13 06:11:18,568.4
3,2023:02:13 06:41:18,4.6
3,2023:02:13 06:44:38,594.0
5,2023:02:13 06:44:38,552.3
5,2023:02:13 06:51:18,559.7
4,2023:02:13 06:54:38,573.5
3,2023:02:13 06:57:58,565.1
1,2023:02:13 07:04:38,568.4
4,2023:02:13 07:14:38,574.2
5,2023:02:13 07:21:18,598.5
4,2023:02:13 07:27:58,578.2
1,2023:02:13 07:31:18,562.7
3,2023:02:13 07:37:58,582.3
5,2023:02:13 07:37:58,579.6
1,2023:02:13 07:41:18,562.1
4,2023:02:13 07:44:38,574.1
4,2023:02:13 07:57:58,555.0
3,2023:02:13 08:07:58,567.6
4,2023:02:13 08:07:58,556.7
5,2023:02:13 08:11:18,598.3
1,2023:02:13 08:17:58,595.2
5,2023:02:13 08:21:18,0.7
4,2023:02:13 08:31:18,588.3
5,2023:02:13 08:47:58,567.0
4,2023:02:13 09:07:58,555.2
5,2023:02:13 09:07:58,584.8
3,2023:02:13 09:11:18,569.6
1,2023:02:13 09:14:38,552.2
2,2023:02:13 09:17:58,590.4
3,2023:02:13 09:24:38,582.2
1,2023:02:13 09:54:38,575.8
3,2023:02:13 09:54:38,585.2
5,2023:02:13 09:54:38,595.1
1,2023:02:13 10:04:38,597.1
2,2023:02:13 10:14:38,550.7
1,2023:02:13 10:17:58,590.5
4,2023:02:13 10:24:38,574.1
2,2023:02:13 10:31:18,568.0
1,2023:02:13 10:34:38,586.7
3,2023:02:13 10:51:18,558.7
4,2023:02:13 10:54:38,569.4
3,2023:02:13 11:01:18,598.8
1,2023:02:13 11:07:58,583.4
5,2023:02:13 11:14:38,584.8
2,2023:02:13 11:21:18,570.1
1,2023:02:13 11:34:38,577.5
2,2023:02:13 11:34:38,596.6
4,2023:02:13 11:41:18,570.7
3,2023:02:13 11:44:38,571.3
3,2023:02:13 12:41:18,4.0
3,2023:02:13 12:44:38,581.3
1,2023:02:13 12:54:38,591.0
3,2023:02:13 13:01:18,593.0
4,2023:02:13 13:14:38,588.5
1,2023:02:13 13:27:58,552.1
3,2023:02:13 13:27:58,553.0
5,2023:02:13 13:27:58,590.1
3,2023:02:13 13:37:58,576.6
4,2023:02:13 13:37:58,563.2
4,2023:02:13 13:51:18,590.1
3,2023:02:13 13:54:38,587.5
2,2023:02:13 14:01:18,1.6
4,2023:02:13 14:04:38,585.6
3,2023:02:13 14:17:58,563.4
2,2023:02:13 14:21:18,562.5
5,2023:02:13 14:24:38,553.4
3,2023:02:13 14:31:18,551.7
3,2023:02:13 14:41:18,583.1
1,2023:02:13 14:54:38,576.1
4,2023:02:13 15:04:38,556.3
4,2023:02:13 15:11:18,596.6
4,2023:02:13 15:24:38,589.0
2,2023:02:13 15:27:58,580.3
5,2023:02:13 15:31:18,559.0
5,2023:02:13 15:34:38,586.7
1,2023:02:13 15:37:58,593.7
2,2023:02:13 15:47:58,599.0
5,2023:02:13 15:47:58,566.5
3,2023:02:13 15:51:18,564.3
5,2023:02:13 15:51:18,594.8
3,2023:02:13 15:54:38,562.1
2,2023:02:13 15:57:58,565.5
1,2023:02:13 16:01:18,555.4
5,2023:02:13 16:07:58,552.1
3,2023:02:13 16:11:18,552.2
3,2023:02:13 16:24:38,586.2
5,2023:02:13 16:37:58,586.0
2,2023:02:13 16:41:18,592.2
3,2023:02:13 16:47:58,580.8
1,2023:02:13 17:11:18,2.4
3,2023:02:13 17:27:58,565.1
4,2023:02:13 17:27:58,571.5
4,2023:02:13 17:31:18,555.7
3,2023:02:13 17:41:18,3.4
4,2023:02:13 18:01:18,554.1
3,2023:02:13 18:11:18,599.8
4,2023:02:13 18:11:18,574.0
2,2023:02:13 18:14:38,578.2
3,2023:02:13 18:14:38,572.5
4,2023:02:13 18:14:38,558.4
5,2023:02:13 18:14:38,597.5
4,2023:02:13 18:31:18,588.5
2,2023:02:13 18:37:58,553.2
2,2023:02:13 19:01:18,579.4
2,2023:02:13 19:21:18,584.2
4,2023:02:13 19:24:38,595.0
4,2023:02:13 19:27:58,3.1
1,2023:02:13 19:31:18,591.2
2,2023:02:13 19:31:18,594.8
5,2023:02:13 19:34:38,550.8
4,2023:02:13 19:44:38,587.0
1,2023:02:13 19:47:58,582.8
2,2023:02:13 19:51:18,588.3
4,2023:02:13 20:07:58,578.4
2,2023:02:13 20:11:18,567.6
4,2023:02:13 20:14:38,568.3
4,2023:02:13 20:17:58,590.2
1,2023:02:13 20:27:58,554.5
2,2023:02:13 20:31:18,587.5
3,2023:02:13 20:31:18,553.7
5,2023:02:13 20:37:58,588.7
3,2023:02:13 20:41:18,591.6
1,2023:02:13 20:47:58,595.1
3,2023:02:13 20:47:58,566.7
4,2023:02:13 20:47:58,569.5
2,2023:02:13 21:07:58,3.2
1,2023:02:13 21:17:58,2.3
4,2023:02:13 21:17:58,597.4
2,2023:02:13 21:27:58,597.7
3,2023:02:13 21:27:58,555.0
1,2023:02:13 21:31:18,1.5
1,2023:02:13 21:34:38,590.5
3,2023:02:13 21:34:38,590.2
5,2023:02:13 21:34:38,589.5
1,2023:02:13 21:47:58,581.6
5,2023:02:13 22:11:18,557.4
3,2023:02:13 22:14:38,574.1
4,2023:02:13 22:17:58,568.0
5,2023:02:13 22:17:58,573.2
4,2023:02:13 22:47:58,598.0
2,2023:02:13 23:21:18,4.0
2,2023:02:13 23:24:38,563.1
4,2023:02:13 23:27:58,595.4
1,2023:02:13 23:31:18,597.6
4,2023:02:13 23:41:18,1.7
4,2023:02:13 23:51:18,576.5
2,2023:02:14 00:01:18,551.7
5,2023:02:14 00:04:38,577.2
3,2023:02:14 00:07:58,577.8
4,2023:02:14 00:07:58,555.8
3,2023:02:14 00:14:38,585.2
2,2023:02:14 00:24:38,554.5
2,2023:02:14 00:27:58,589.2
5,2023:02:14 00:27:58,578.6
2,2023:02:14 00:31:18,555.6
1,2023:02:14 00:34:38,1.3
5,2023:02:14 00:51:18,568.7
1,2023:02:14 00:57:58,572.0
5,2023:02:14 01:11:18,588.3
5,2023:02:14 01:14:38,1.3
3,2023:02:14 01:34:38,569.7
3,2023:02:14 01:47:58,559.1
1,2023:02:14 01:51:18,560.6
4,2023:02:14 01:51:18,2.8
5,2023:02:14 01:57:58,563.7
1,2023:02:14 02:04:38,584.6
3,2023:02:14 02:07:58,588.7
4,2023:02:14 02:31:18,566.1
4,2023:02:14 02:34:38,2.8
5,2023:02:14 02:34:38,587.3
3,2023:02:14 02:37:58,587.2
2,2023:02:14 02:41:18,580.0
2,2023:02:14 03:01:18,594.2
3,2023:02:14 03:04:38,591.8
4,2023:02:14 03:07:58,557.4
4,2023:02:14 03:14:38,590.7
1,2023:02:14 03:24:38,579.0
2,2023:02:14 03:27:58,588.3
2,2023:02:14 03:31:18,587.1
5,2023:02:14 03:31:18,558.7
2,2023:02:14 03:34:38,590.8
3,2023:02:14 03:37:58,566.0
3,2023:02:14 03:44:38,599.8
3,2023:02:14 03:57:58,4.2
1,2023:02:14 04:11:18,563.8
3,2023:02:14 04:17:58,585.7
4,2023:02:14 04:24:38,551.5
2,2023:02:14 04:31:18,573.0
3,2023:02:14 04:31:18,590.7
5,2023:02:14 04:31:18,574.3
1,2023:02:14 04:34:38,567.1
2,2023:02:14 04:37:58,555.7
3,2023:02:14 04:54:38,556.3
5,2023:02:14 04:57:58,553.4
2,2023:02:14 05:14:38,584.6
4,2023:02:14 05:14:38,579.7
1,2023:02:14 05:27:58,582.2
2,2023:02:14 05:37:58,581.8
4,2023:02:14 05:37:58,564.2
3,2023:02:14 05:47:58,580.6
4,2023:02:14 05:51:18,589.1
4,2023:02:14 06:04:38,595.8
2,2023:02:14 06:11:18,568.6
3,2023:02:14 06:14:38,588.1
5,2023:02:14 06:14:38,585.7
1,2023:02:14 06:24:38,591.4
4,2023:02:14 06:31:18,566.6
3,2023:02:14 06:37:58,552.2
4,2023:02:14 06:44:38,583.3
4,2023:02:14 06:54:38,596.8
2,2023:02:14 06:57:58,589.1
4,2023:02:14 06:57:58,571.5
1,2023:02:14 07:04:38,584.0
1,2023:02:14 07:17:58,3.2
4,2023:02:14 07:31:18,589.6
3,2023:02:14 07:37:58,576.4
2,2023:02:14 07:41:18,585.6
5,2023:02:14 07:41:18,577.1
1,2023:02:14 07:44:38,586.6
